City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Mana,GF,5.6592,-53.7767,76.71,90,100,13.13,overcast clouds
462,Ust-Uda,RU,54.1742,103.0304,3.33,100,98,1.7,overcast clouds
463,Fortuna,US,40.5982,-124.1573,57.92,84,0,10.36,clear sky
464,Fonte Boa,BR,-2.4959,-66.2662,74.98,96,67,1.25,broken clouds
465,Payson,US,40.0444,-111.7321,66.04,31,0,8.05,clear sky
466,Dembi Dolo,ET,8.5333,34.8,65.26,44,87,3.65,overcast clouds
467,Kharakvasla,IN,18.4333,73.7667,74.34,64,57,3.98,broken clouds
468,Port Angeles,US,48.1181,-123.4307,52.32,80,0,5.75,clear sky
469,Liwale,TZ,-9.7667,37.9333,68.58,97,13,1.68,few clouds
470,Tyumen,RU,57.1522,65.5272,32.34,69,0,17.9,clear sky
471,Staroutkinsk,RU,57.2302,59.3348,29.25,87,100,15.41,overcast clouds
472,Cap-Aux-Meules,CA,47.3821,-61.8597,28.45,86,75,3.44,broken clouds
473,Borzya,RU,50.3833,116.5167,27.19,46,99,1.19,overcast clouds
474,Yaan,NG,7.3833,8.5667,85.57,54,59,8.12,broken clouds
475,Mezen,RU,65.8522,44.24,11.01,91,67,6.8,broken clouds
476,Okha,RU,53.5739,142.9478,22.12,80,9,1.74,clear sky
477,Homer,US,59.6425,-151.5483,39.79,82,100,20.71,light rain
478,Salalah,OM,17.0151,54.0924,71.69,60,0,3.44,clear sky
479,Vestmannaeyjar,IS,63.4427,-20.2734,42.4,78,100,3.94,overcast clouds
480,Davila,PH,18.4726,120.5763,83.05,69,12,4.7,few clouds
481,Edmond,US,35.6528,-97.4781,61.32,27,2,5.01,clear sky
482,Skibbereen,IE,51.55,-9.2667,47.19,84,97,3.91,overcast clouds
483,Tevaitoa,PF,-16.7833,-151.5,81.84,71,75,10.92,light rain
484,Kaduqli,SD,11.0167,29.7167,76.42,14,13,12.19,few clouds
485,Santa Lucia,ES,27.9117,-15.5407,54.72,63,75,12.66,broken clouds
486,Pontes E Lacerda,BR,-15.2261,-59.3353,75.0,95,67,3.47,broken clouds
487,Morrope,PE,-6.5417,-80.0111,73.56,68,16,14.43,few clouds
488,Mecca,SA,21.4267,39.8261,62.94,48,14,10.13,few clouds
489,San Jose,US,37.3394,-121.895,78.53,51,40,13.8,scattered clouds
490,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,23.02,few clouds
491,Alice Springs,AU,-23.7,133.8833,76.55,47,24,14.97,few clouds
492,Valdez,EC,1.2492,-78.9831,79.0,86,40,8.1,moderate rain
493,Mahebourg,MU,-20.4081,57.7,79.09,83,40,3.44,scattered clouds
494,Laguna,US,38.421,-121.4238,84.34,30,0,9.22,clear sky
495,Vostok,RU,46.4856,135.8833,30.88,75,100,4.72,overcast clouds
496,Guaratinga,BR,-16.5667,-39.5667,70.93,97,6,1.95,clear sky
497,Ibipora,BR,-23.2692,-51.0481,68.16,95,75,3.69,light rain
498,Lasa,IT,46.6166,10.7002,43.68,70,4,1.54,clear sky
499,Repatriacion,PY,-25.5333,-55.95,69.71,98,91,3.98,overcast clouds
500,Antofagasta,CL,-23.65,-70.4,65.1,83,9,5.82,clear sky
501,Zhigansk,RU,66.7697,123.3711,1.18,97,71,3.11,broken clouds
502,Mizdah,LY,31.4451,12.9801,48.04,61,8,12.62,clear sky
503,Emerald,AU,-23.5333,148.1667,82.35,44,28,11.05,scattered clouds
504,Monroe,US,43.1501,-77.6831,52.66,73,100,10.36,overcast clouds
505,Arica,CL,-18.475,-70.3042,67.91,79,4,2.17,clear sky
506,Luwuk,ID,-0.9516,122.7875,81.82,70,100,0.34,overcast clouds
507,Yar-Sale,RU,66.8333,70.8333,-3.26,100,99,2.93,overcast clouds
508,Vicksburg,US,32.3526,-90.8779,65.88,33,0,9.22,clear sky
509,Kaeo,NZ,-35.1,173.7833,74.32,75,79,13.56,broken clouds
510,Ukiah,US,39.1502,-123.2078,84.09,39,0,4.0,clear sky
511,Qasigiannguit,GL,68.8193,-51.1922,17.85,81,100,1.1,overcast clouds
512,Tabou,CI,4.423,-7.3528,79.43,88,10,3.78,clear sky
513,Walvis Bay,NA,-22.9575,14.5053,59.95,88,43,2.3,scattered clouds
514,Tautira,PF,-17.7333,-149.15,80.73,74,47,11.01,light rain
515,Port Augusta,AU,-32.5,137.7667,68.18,40,1,8.57,clear sky
516,San-Pedro,CI,4.7485,-6.6363,78.82,91,4,4.09,clear sky
517,Tsagan Aman,RU,47.5639,46.7218,35.76,57,52,6.89,broken clouds
518,Zunyi,CN,27.6867,106.9072,55.35,95,100,2.46,overcast clouds
519,Mbamba,NG,9.9833,13.1,80.37,18,31,7.58,scattered clouds
520,Birjand,IR,32.8663,59.2211,57.67,19,4,18.41,clear sky
521,Lloydminster,CA,53.2835,-110.0016,32.22,93,75,12.66,broken clouds
522,Baracoa,CU,20.3467,-74.4958,76.68,81,8,6.93,clear sky
523,Hualmay,PE,-11.0964,-77.6139,70.57,82,55,10.92,broken clouds
524,Kirksville,US,40.1948,-92.5833,39.15,88,100,8.05,overcast clouds
525,Mitsamiouli,KM,-11.3847,43.2844,82.35,76,62,3.83,broken clouds
526,Arlit,NE,18.7369,7.3853,77.77,13,78,6.55,broken clouds
527,Silva Jardim,BR,-22.6508,-42.3917,72.59,89,1,5.21,clear sky
528,Goderich,CA,43.7501,-81.7165,44.91,87,100,12.66,overcast clouds
529,Hobyo,SO,5.3505,48.5268,80.29,79,13,6.98,few clouds
530,Tela,HN,15.7833,-87.45,84.15,74,40,4.61,scattered clouds
531,Cabedelo,BR,-6.9811,-34.8339,78.91,82,97,7.36,overcast clouds
532,Terrace,CA,54.5163,-128.6035,51.71,43,100,0.0,overcast clouds
533,Dig,IN,27.4667,77.3333,73.38,19,12,4.29,few clouds
534,Port Lincoln,AU,-34.7333,135.8667,65.1,58,4,9.89,clear sky
535,Gao,ML,16.6362,1.637,81.16,10,63,12.62,broken clouds
536,Strezhevoy,RU,60.7333,77.5889,6.8,99,87,5.66,overcast clouds
537,Taltal,CL,-25.4,-70.4833,66.25,78,21,4.29,few clouds
538,Manavalakurichi,IN,8.1333,77.3,79.32,80,27,6.44,scattered clouds
539,Vila Velha,BR,-20.3297,-40.2925,77.45,80,48,5.61,scattered clouds
540,Liverpool,GB,53.4106,-2.9779,50.29,75,89,3.44,overcast clouds
541,Rawson,AR,-43.3002,-65.1023,58.15,66,0,12.48,clear sky
542,Edendale,ZA,-29.6528,30.3147,63.05,98,93,0.69,overcast clouds
543,Tupancireta,BR,-29.0806,-53.8358,65.16,98,63,7.05,broken clouds
544,Porto Walter,BR,-8.2686,-72.7439,75.34,97,100,1.23,overcast clouds
545,Nyagan,RU,62.1406,65.3936,32.27,96,100,12.39,light snow
546,Bridlington,GB,54.0831,-0.1919,53.01,73,16,3.0,few clouds
547,Rzhev,RU,56.2624,34.3282,27.52,97,68,4.0,broken clouds
548,Beringovskiy,RU,63.05,179.3167,19.85,90,100,3.65,light snow
549,Kiama,AU,-34.6833,150.8667,69.01,93,97,5.57,light rain
550,Sindor,RU,62.8629,51.8905,16.83,87,100,11.14,overcast clouds
551,Dhidhdhoo,MV,6.8833,73.1,82.51,66,36,8.88,scattered clouds
552,Udachnyy,RU,66.4167,112.4,5.45,59,100,3.78,overcast clouds
553,Mnogovershinnyy,RU,53.9353,139.9242,25.43,78,15,2.62,few clouds
554,Cozumel,MX,20.5083,-86.9458,80.94,82,75,5.75,broken clouds
555,Pizhanka,RU,57.4604,48.542,32.36,98,95,12.86,light snow
556,Umm Lajj,SA,25.0213,37.2685,60.28,42,0,8.37,clear sky
557,Valle Nacional,MX,17.7833,-96.3167,63.63,97,100,1.07,light rain
558,Erzin,TR,36.9559,36.2,44.91,86,100,2.17,overcast clouds
559,Kerrville,US,30.0474,-99.1403,75.94,10,0,10.36,clear sky
560,Ketchikan,US,55.3422,-131.6461,48.18,61,100,11.5,overcast clouds
561,Capao Da Canoa,BR,-29.7456,-50.0097,72.46,87,100,4.21,overcast clouds
562,Iskateley,RU,67.6803,53.1512,16.97,82,100,13.71,overcast clouds
563,Severobaykalsk,RU,55.65,109.3167,11.53,81,100,5.46,overcast clouds
564,Sorong,ID,-0.8833,131.25,79.3,80,100,2.3,overcast clouds
565,Hervey Bay,AU,-25.2986,152.8535,81.01,67,60,5.01,broken clouds
566,Solenzo,BF,12.1833,-4.0833,92.3,14,65,5.28,broken clouds
567,Lerwick,GB,60.1545,-1.1494,46.4,93,76,17.27,broken clouds
568,Patiya,BD,22.2931,91.9762,69.62,93,66,6.29,broken clouds
569,Siniscola,IT,40.5719,9.6922,36.95,74,32,5.39,scattered clouds
570,Wajir,KE,1.7471,40.0573,81.54,63,18,16.53,few clouds
571,Magadan,RU,59.5667,150.8,15.53,83,60,0.58,broken clouds
572,Lethem,GY,3.3803,-59.7968,80.74,71,69,13.51,light rain
573,Joensuu,FI,62.6012,29.7632,27.09,76,0,11.5,clear sky
574,North Platte,US,41.1239,-100.7654,69.69,24,75,15.99,broken clouds
575,Xinzhou,CN,38.4092,112.7333,47.12,41,100,9.6,overcast clouds
576,Ladario,BR,-19.0047,-57.6017,80.2,74,90,3.22,overcast clouds
577,Prince Rupert,CA,54.3161,-130.3201,46.49,57,0,18.41,clear sky
578,Jiexiu,CN,37.0244,111.9125,51.39,58,100,5.26,overcast clouds
579,Linhares,BR,-19.3911,-40.0722,72.16,95,29,2.15,scattered clouds
580,Shemonaikha,KZ,50.6328,81.9056,15.69,99,99,5.17,overcast clouds
581,San Pedro,PH,14.35,121.0167,86.32,65,9,11.23,clear sky
582,Bonthe,SL,7.5264,-12.505,77.47,89,21,3.8,few clouds
583,Atikokan,CA,48.7555,-91.6216,32.11,98,20,1.95,few clouds
584,Carauari,BR,-4.8828,-66.8958,75.02,97,95,2.28,overcast clouds
585,Stromness,GB,58.965,-3.296,42.87,83,26,14.99,scattered clouds
586,Chengde,CN,40.9725,117.9361,44.96,54,100,4.61,overcast clouds
587,Lata,PT,40.1629,-8.3327,56.07,91,100,4.59,overcast clouds
588,Acarau,BR,-2.8856,-40.12,76.96,89,54,7.54,broken clouds
589,Half Moon Bay,US,37.4636,-122.4286,73.89,79,100,26.46,mist
590,Rancho Santa Margarita,US,33.6409,-117.6031,88.11,40,13,7.0,few clouds
591,Mayumba,GA,-3.432,10.6554,78.96,92,95,3.71,overcast clouds
592,Benemerito De Las Americas,MX,16.5167,-90.6439,70.74,86,92,7.25,overcast clouds
593,Stornoway,GB,58.2093,-6.3865,46.92,96,40,14.97,scattered clouds
594,Palimbang,PH,6.2106,124.1894,81.86,73,100,3.89,light rain
595,Voh,NC,-20.9667,164.7,80.74,76,54,1.81,broken clouds
596,Obo,CF,5.3998,26.4869,74.97,42,8,2.08,clear sky
597,Wamba,NG,8.9333,8.6,81.99,16,100,3.4,overcast clouds
598,Nyurba,RU,63.2842,118.3319,5.22,98,99,2.55,overcast clouds
599,Pirgos,GR,35.1167,25.7178,54.63,39,3,17.87,clear sky
600,Ushtobe,KZ,45.2514,77.9838,32.76,57,22,3.6,few clouds
601,Redan,US,33.7454,-84.1316,61.92,37,18,8.79,few clouds
602,Tadine,NC,-21.55,167.8833,79.99,64,91,12.82,overcast clouds
603,Basi,IN,26.8333,76.0333,77.34,19,0,5.26,clear sky
604,Yurimaguas,PE,-5.9,-76.0833,78.94,76,45,3.71,scattered clouds
605,Cotacachi,EC,0.3,-78.2667,57.07,94,70,1.77,light rain
606,Sibolga,ID,1.7427,98.7792,74.19,72,59,4.25,broken clouds
607,Sokoto,NG,13.0609,5.239,80.91,15,4,9.78,clear sky
608,Leh,IN,34.1667,77.5833,19.53,95,96,2.64,overcast clouds
609,Chulman,RU,56.8479,124.9104,10.29,96,100,1.23,overcast clouds
610,Bure,ET,10.7,37.0667,61.93,35,55,3.76,broken clouds
611,Axim,GH,4.8699,-2.2405,80.35,85,44,4.61,scattered clouds
612,Lichtenburg,ZA,-26.152,26.1597,59.34,81,99,4.92,overcast clouds
613,Brownfield,US,33.1812,-102.2744,73.38,10,2,12.28,clear sky
614,Klyuchi,RU,52.2667,79.1667,11.26,97,69,6.91,broken clouds
615,Tambacounda,SN,13.7539,-13.7586,89.65,18,0,6.91,clear sky
616,Lodingen,NO,68.414,15.9951,28.54,75,100,5.01,overcast clouds
617,Barcelos,PT,41.5388,-8.6151,61.84,76,73,6.08,broken clouds
618,Bartica,GY,6.4,-58.6167,77.32,99,100,2.48,overcast clouds
619,Amahai,ID,-3.3333,128.9167,82.56,71,93,2.51,overcast clouds
620,Corrales,US,35.2378,-106.6067,71.64,14,0,13.8,clear sky
621,Puerto Maldonado,PE,-12.6,-69.1833,74.52,97,86,0.54,overcast clouds
622,Turukhansk,RU,65.8167,87.9833,8.92,95,95,7.94,overcast clouds
623,San Patricio,US,28.017,-97.5169,78.75,24,0,1.57,clear sky
624,Yumen,CN,40.2833,97.2,33.04,72,96,9.37,overcast clouds
625,Ellisras,ZA,-23.6649,27.7443,74.1,41,90,2.73,overcast clouds
626,Namatanai,PG,-3.6667,152.4333,85.62,62,20,4.52,few clouds
627,Jiangyou,CN,31.7667,104.7167,58.91,73,100,2.06,overcast clouds
628,Halifax,CA,44.6453,-63.5724,34.68,79,100,12.66,overcast clouds
629,Vila Do Maio,CV,15.1333,-23.2167,68.79,75,1,18.5,clear sky
630,Koraput,IN,18.8167,82.7167,70.97,51,22,3.24,few clouds
631,Santa Comba,ES,43.0331,-8.8093,48.67,76,0,3.76,clear sky
632,Talnakh,RU,69.4865,88.3972,7.21,95,99,9.82,light snow
633,Mandan,US,46.8267,-100.8896,47.41,60,75,25.32,broken clouds
634,Maceio,BR,-9.6658,-35.7353,79.18,81,62,8.63,broken clouds
635,Bahia Blanca,AR,-38.7196,-62.2724,58.42,91,100,25.88,light rain
636,Roald,NO,62.5833,6.1333,50.76,93,100,28.77,drizzle
637,Marsa Matruh,EG,31.3525,27.2453,54.86,57,34,20.27,scattered clouds
638,Bontang,ID,0.1333,117.5,79.74,79,92,3.96,overcast clouds
639,Nivala,FI,63.9167,24.9667,27.68,93,62,7.49,broken clouds
640,Havelock,US,34.8791,-76.9013,66.94,95,75,13.8,moderate rain
641,Pangody,RU,65.85,74.4859,6.17,96,98,8.77,overcast clouds
642,Makat,KZ,47.6469,53.3463,33.62,71,71,9.19,broken clouds
643,San Rafael Del Sur,NI,11.8485,-86.4384,85.17,48,88,16.53,overcast clouds
644,Trebic,CZ,49.2149,15.8817,44.42,50,0,6.91,clear sky
645,Sinjar,IQ,36.3209,41.8754,46.13,58,30,4.47,scattered clouds
646,Hokitika,NZ,-42.7167,170.9667,67.55,52,98,6.44,overcast clouds
647,Caconda,AO,-13.7333,15.0667,58.82,97,93,2.48,light rain
648,Rapid Valley,US,44.0625,-103.1463,60.84,33,0,28.77,clear sky
649,Foumban,CM,5.7291,10.9001,69.44,48,72,1.52,broken clouds
650,Gorele,TR,41.0308,39.0031,39.07,87,98,5.03,overcast clouds
651,Powell,US,40.1578,-83.0752,49.35,69,75,4.61,light rain
652,Pailon,BO,-17.65,-62.75,77.9,97,98,7.99,overcast clouds
653,Arman,RU,59.7,150.1667,16.02,79,46,0.36,scattered clouds
654,Gayny,RU,60.3071,54.3241,22.28,85,100,12.71,overcast clouds
655,Zhuanghe,CN,39.7008,122.9911,42.42,86,100,10.49,heavy intensity rain
656,Yicheng,CN,31.3705,119.8703,56.59,96,100,15.32,overcast clouds
657,Kenora,CA,49.8167,-94.4337,41.97,38,75,8.05,broken clouds
658,San Ramon,US,37.7799,-121.978,80.65,52,0,13.8,clear sky
659,Neuquen,AR,-38.9516,-68.0591,62.49,63,0,0.0,clear sky
660,Akyab,MM,20.15,92.9,74.07,89,26,4.54,scattered clouds
661,Mungwi,ZM,-10.1732,31.3694,61.45,97,80,2.95,broken clouds
662,Longido,TZ,-2.7333,36.6833,66.6,77,27,4.59,light rain
663,Seymchan,RU,62.8833,152.4333,6.08,86,100,2.3,overcast clouds
664,Assiniboia,CA,49.6334,-105.9845,39.02,45,68,28.77,broken clouds
665,Anchorage,US,61.2181,-149.9003,43.68,63,100,19.57,overcast clouds
666,Grindavik,IS,63.8424,-22.4338,39.15,87,100,11.5,overcast clouds
667,Cururupu,BR,-1.8283,-44.8683,74.21,98,87,2.82,moderate rain
668,Zyryanka,RU,65.75,150.85,1.2,91,100,1.01,overcast clouds
669,Bogande,BF,12.9714,-0.1436,88.43,13,22,7.18,few clouds
670,Samfya,ZM,-11.3649,29.5565,65.3,95,74,2.13,moderate rain
671,Buncrana,IE,55.1333,-7.45,47.82,92,100,2.48,overcast clouds
672,Ambilobe,MG,-13.2,49.05,74.35,95,99,0.94,overcast clouds
673,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.39,76,71,10.13,broken clouds
674,La Ronge,CA,55.1001,-105.2842,26.85,50,75,18.41,broken clouds
675,Iquique,CL,-20.2208,-70.1431,66.72,79,11,1.83,few clouds
676,Arnes,NO,60.1211,11.4663,41.68,93,50,1.21,scattered clouds
677,Quang Ngai,VN,15.1167,108.8,77.72,88,4,4.07,clear sky
678,Bundaberg,AU,-24.85,152.35,84.22,67,75,6.91,broken clouds
679,Hailun,CN,47.45,126.9333,33.42,100,100,11.88,overcast clouds
680,Mongo,TD,12.1844,18.693,80.08,15,13,9.44,few clouds
681,Boma,GH,7.0805,-2.1697,73.26,93,100,3.69,overcast clouds
682,Almansa,ES,38.8692,-1.0971,47.68,97,100,21.39,overcast clouds
683,Lorengau,PG,-2.0226,147.2712,83.26,73,100,3.62,overcast clouds
684,Wawa,NG,9.9022,4.4192,86.14,43,87,3.29,overcast clouds
685,Esil,KZ,51.9556,66.4042,31.5,87,100,13.49,overcast clouds
686,Williams Lake,CA,52.1415,-122.1445,42.37,33,75,11.5,broken clouds
687,Wajima,JP,37.4,136.9,52.48,71,76,4.61,broken clouds
688,Cumana,VE,10.4635,-64.1775,76.46,87,12,17.65,few clouds
689,Feijo,BR,-8.1642,-70.3536,74.25,98,100,2.37,overcast clouds
690,Pervomayskoye,RU,43.919,46.7102,36.7,85,97,3.69,overcast clouds
691,Sarangani,PH,5.4033,125.4636,82.35,77,100,19.48,overcast clouds
